Document ID,address,categories,description,email,image,name,opening-time,openingTime,phone,tagline,website,lat,lng
museo-arqueolgico-de-galapa-muga,"""Cra. 18 & Cl. 12, Galapa, Atlántico, Colombia""","Cultura, Historia, Nocturna, Coctelería","""El Museo Arqueológico de Galapa, conocido como MUGA, es un tesoro cultural que alberga más de 5,000 piezas arqueológicas, cada una de ellas con una historia que contar sobre las culturas ancestrales de la región del Atlántico. Ubicado estratégicamente en el área metropolitana de Barranquilla, este museo es un referente para aquellos interesados en explorar las raíces históricas del Caribe colombiano.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/museo%20arq%20de%20galapa.webp?alt=media&token=40842474-e4a2-490e-8df8-bda011bbe88d,"""Museo Arqueológico de Galapa MUGA""",,"""Martes a domingo 9:00 a.m. – 6:00 p.m.""","""(+57) (605) 308 6358""","""Explora los tesoros arqueológicos del Atlántico""","""www.museogalapa.com""",10.899431,-74.88558
museo-arqueolgico-de-pueblos-karib-mapuka,"""Kilómetro 5, Área metropolitana de, Vía Puerto Colombia, Sabanilla Montecarmelo, Barranquilla, Atlántico, Colombia""","Eco, Historia, Bienestar","""El Museo Arqueológico de Pueblos Karib, conocido como MAPUKA, es un espacio único que recoge el compromiso de la Universidad del Norte en la investigación, conservación y divulgación del patrimonio arqueológico de la región Caribe. Con más de cuatro décadas de investigación a sus espaldas, MAPUKA es un testimonio vivo de la rica historia de los pueblos indígenas que habitaron la región antes de la llegada de los europeos.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/karib.webp?alt=media&token=b4cd2b76-436e-4846-9867-68a932aab008,"""Museo Arqueológico de Pueblos KARIB MAPUKA""",,"""Lunes a viernes: 9:00 a.m. a 12:30 p.m. - 2:00 a 4:30 p.m. sábado: 9:00 a.m. a 1:30 p.m.""","""(605) 3509509 ext. 3289""","""Conecta con las culturas ancestrales del Caribe colombiano""","""www.uninorte.edu.co/web/mapuka/museo""",10.987851,-74.95911
museo-del-atlntico,"""Cl. 35 #39-10, Nte. Centro Historico, Barranquilla, Atlántico, Colombia""","Cultura, Historia, Bienestar, Festivales, Arte","""El Museo del Atlántico es un lugar emblemático para quienes buscan conocer la historia profunda y el patrimonio cultural del departamento del Atlántico. Ubicado en un edificio histórico que fue sede de la Gobernación del Atlántico hasta 1963, este museo se destaca por su dedicación a la conservación y difusión del arte, la cultura y la historia de la región. En sus numerosas salas de exposición, los visitantes pueden apreciar obras de arte tanto antiguas como contemporáneas, lo cual lo convierte en un espacio de encuentro para los amantes del arte y la cultura. Además, el museo alberga una colección única del Museo de Historia Natural del Caribe y el Atlántico, proporcionando una mirada fascinante a la biodiversidad y evolución de la región. También dispone de un auditorio con capacidad para 450 personas, donde regularmente se llevan a cabo eventos culturales, conferencias y actividades académicas que buscan fortalecer el conocimiento y aprecio por la historia local.""","""""","https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/museo_del_atlantico.webp?alt=media&token=702d9dfe-f3a1-4cf7-b5e9-a5acec2b135d, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/museoatlantico.webp?alt=media&token=01f1c319-c211-4c52-abd7-a13ca25713ec","""Museo del Atlántico""",,"""Lunes a viernes 8:00 a.m. – 4:00 p.m.""","""(+57) (605) 330 7012""","""Descubre la historia del Atlántico a través del arte y la cultura""","""www.atlantico.gov.co""",10.978711,-74.779665
museo-del-carnaval-de-barranquilla,"""Cra. 54 #49B-39, Nte. Centro Historico, Barranquilla, Atlántico, Colombia""","Eco, Cultura, Historia, Nocturna, Festivales, Naturaleza, Coctelería","""El Museo del Carnaval de Barranquilla es una joya cultural que celebra la alegría y el esplendor del Carnaval de Barranquilla, uno de los festivales más emblemáticos de Colombia y Patrimonio Cultural Inmaterial de la Humanidad. Este museo se dedica a preservar, difundir y exhibir las manifestaciones y tradiciones que conforman el Carnaval, proporcionando una experiencia única y vibrante para quienes desean conocer a fondo las raíces de esta festividad.""","""""","https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/carnaval%202.webp?alt=media&token=50b01200-f784-4732-acff-b84130621f66, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/carnaval%203.webp?alt=media&token=ef764d08-1989-4d1f-998c-b564e59a5108, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/museo%20del%20carnaval%20de%20barranquilla.webp?alt=media&token=6d12b348-0cc9-417a-a181-27eb46dbed12","""Museo del Carnaval de Barranquilla""",,"""Martes a domingo de 9:00 a.m. – 5:00 p.m.""","""(+57) (605) 319 7616""","""Vive la magia del carnaval durante todo el año""","""museocarnavaldebarranquilla.org""",10.993302,-74.787519
museo-histrico-de-baranoa-muhba,"""Cra. 20 #19-38, Baranoa, Atlántico, Colombia""","Cultura, Historia, Nocturna, Bienestar, Arte, Coctelería","""El Museo Histórico de Baranoa, conocido como MUHBA, es un proyecto cultural sin ánimo de lucro que nace con la misión de recuperar, rescatar y difundir la memoria histórica y cultural del municipio de Baranoa. Este museo es un espacio donde la historia local se conserva y se comparte con las nuevas generaciones, generando un sentido de identidad y pertenencia en la comunidad.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/muhba.webp?alt=media&token=b2dd003e-0c70-4418-94b2-0b80bbafa7d7,"""Museo Histórico de Baranoa MUHBA""",,"""Miércoles a sábado de 9:00 a.m. – 5:00 p.m.""","""(+57) 311 427 9615""","""Descubre la historia y la identidad de Baranoa""","""www.museobaranoa.com""",10.798852,-74.913776
museo-paleontolgico-de-la-pea-mupapa,"""La Peña, Sabanalarga, Atlántico, Colombia""","Cultura, Historia","""El Museo Paleontológico de La Peña, conocido como MUPAPA, es un fascinante viaje a través de millones de años de historia natural. Ubicado en el corregimiento de La Peña, en Sabanalarga, este museo es un importante punto de referencia cultural, histórico y turístico del Atlántico. MUPAPA alberga una impresionante colección de fósiles de fauna y flora que datan de millones de años, descubiertos en la zona, ofreciendo a los visitantes una visión única sobre la vida prehistórica que habitó en la región.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/museo%20pantologico%20de%20la%20pen%CC%83a.webp?alt=media&token=73e3dc0c-f2e4-42e7-a42c-ad5deee202bb,"""Museo Paleontológico de La Peña MUPAPA""",,"""Martes a jueves 8:00 a.m. a 4:40 p.m.""","""(+57) 300 655 1836""","""Viaja en el tiempo con fósiles y antiguas criaturas""","""No Disponible""",10.584205,-75.024837
parador-turstico-banda-de-baranoa,"""Troncal del Caribe, Baranoa, Atlántico, Colombia""","Cultura, Historia, Nocturna, Arte, Coctelería","""El Parador Turístico Banda de Baranoa es una parada obligatoria en el Atlántico. Ubicado en la vía La Cordialidad, este lugar alberga la famosa Banda de Baranoa y está diseñado como centro de entretenimiento donde los visitantes pueden experimentar ser un 'Artista del Caribe por un día'. Recientemente se inauguró la Concha Acústica para fomentar las actividades artísticas y culturales del departamento. Cuenta con kioscos, fuente, museo y áreas de acceso que lo hacen un atractivo turístico único.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/parador%20turistico%20banda%20de%20baranoa.webp?alt=media&token=6e863429-8385-40c8-9f1c-670d0f86cb46,"""Parador Turístico Banda de Baranoa""",,"""Por agenda""","""(+57) 313 533 5288 - (+57) 311 407 5882""","""Sé artista del Caribe por un día""","""www.atlanticoesmas.com""",10.796187,-74.91498
parador-turstico-de-luruaco,"""Cr. de la Cordialidad, Barranquilla, Atlántico, Colombia""","Gastronomía, Aventura, Familia, Deportes, Acuáticos, Pesca, Estelar","""El Parador Turístico de Luruaco es un lugar ideal para la práctica de deportes náuticos como canotaje, kayaks y pesca deportiva. Además, cuenta con un mirador a 60 metros de altura sobre la laguna de Luruaco, ofreciendo una vista espectacular. Ofrece servicios de restaurante con gastronomía típica, como la tradicional arepa de huevo, parqueadero, parque infantil y la única tirolesa del Atlántico. Es un lugar perfecto para disfrutar de un día lleno de aventura y sabor local.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/parador%20turistico%20de%20luruaco.webp?alt=media&token=fe5df984-51a5-4aa9-a7f4-adb7fcfc852a,"""Parador Turístico de Luruaco""",,"""No Disponible""","""No Disponible""","""Aventura y sabor local con deportes náuticos""","""No Disponible""",10.61062,-75.143877
parador-turstico-sombrero-vueltiao,"""90A, Santa Verónica, Juan de Acosta, Atlántico, Colombia""","Eco, Gastronomía, Cultura, Familia, Bienestar, Naturaleza, Arte, Estelar","""El Parador Turístico Sombrero Vueltiao es uno de los lugares más hermosos del Atlántico. Con el sombrero vueltiao más grande del mundo como techo, este parador es un ícono de la Región Caribe. Aquí encontrarás gastronomía típica, artesanías, y La Granja de Tito, un espacio donde se promueve la conexión respetuosa con la naturaleza. Es una experiencia educativa y recreativa para toda la familia, ideal para aprender, disfrutar y descubrir la cultura caribeña.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/parador%20turistico%20sombrero%20vueltiao.webp?alt=media&token=22c28266-cf8b-4500-bd01-e47c7b406d1b,"""Parador Turístico Sombrero Vueltiao""",,"""Lunes a domingo: 8:00 a.m. a 6:00 p.m.""","""(+57) 315 4955104""","""Visita el sombrero más grande del mundo y disfruta la cultura""","""www.atlanticoesmas.com""",10.829482,-75.034615
parque-biotemtico-megua,"""Cr. de la Cordialidad, Barranquilla, Atlántico, Colombia""","Eco, Familia, Nocturna, Naturaleza, Avistamiento, Coctelería","""El Parque Biotemático Megua, ubicado a solo 14 kilómetros de Barranquilla, es un destino natural ideal para toda la familia. Aquí encontrarás una hermosa granja con animales domésticos, mamíferos, aves y reptiles. Disfruta de una experiencia educativa y divertida mientras conoces sobre la taxonomía y el comportamiento de diversas especies. Es un lugar perfecto para conectar con la naturaleza y aprender sobre la biodiversidad de la región del Atlántico.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/megua.webp?alt=media&token=59d22a9a-5f52-433a-bd8c-1eadc9a951e7,"""Parque Biotemático Megua""",,"""Sábado y domingo 9:00 a.m. – 5:00 p.m.""","""(+57) 312 654 0325""","""Diversión y educación con la biodiversidad del Atlántico""","""www.parquebiotematicomegua.com""",10.61062,-75.143877
petroglifo-mokan---piedra-pintada,"""EL MORRO, Tubará, Atlántico, Colombia""",Cultura,"""El Petroglifo Mokaná, conocido como Piedra Pintada, es un lugar sagrado para la comunidad indígena Mokaná. Ubicado en el Corregimiento del Morro, este sitio arqueológico es un libro sagrado abierto para aquellos que desean conectarse con las raíces ancestrales de la región. Kaamasjorú, como es conocido, significa 'la esquina tranquila del dios Hu', y es un destino ideal para quienes buscan una experiencia espiritual y cultural.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/mokana.webp?alt=media&token=3b682c36-453b-4625-b36d-e57bfefceae6,"""Petroglifo Mokaná - Piedra Pintada""",,"""No Disponible""","""No Disponible""","""Conéctate con la herencia ancestral de los Mokaná""","""No Disponible""",10.875383,-74.97648
piezas-de-totumo-en-tubar,"""Tubará, Atlantico, Colombia""","Playas, Eco, Nocturna, Naturaleza, Arte, Coctelería","""En Tubará, el fruto del totumo se convierte en maravillosas piezas de artesanía que reflejan el ingenio y talento de los artesanos locales. Las Piezas de Totumo incluyen lámparas, fruteros, bolsos, aretes, collares, y vestidos de baño, todos hechos a mano a partir del fruto de este árbol de copa amplia. Cada artículo es una expresión de creatividad y habilidad, elaborado con dedicación por artesanos de la región. Ven a descubrir cómo la naturaleza se transforma en arte en Tubará.""","""""","https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/totumo%202.webp?alt=media&token=ed069dfc-5a6d-44d3-a046-4571f3dae9ef, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/totumo.webp?alt=media&token=a0d2e4cc-fae1-4f45-897d-d492a69b5d73","""Piezas de Totumo en Tubará""",,"""No Disponible""","""No Disponible""","""Artesanía natural hecha con el fruto del Totumo""","""No Disponible""",10.875383,-74.97648
playa-bocatocino,"""Juan de Acosta, Atlantico, Colombia""","Playas, Eco, Naturaleza, Acuáticos","""Playa Bocatocino, ubicada en el municipio de Juan de Acosta, es una playa remota con un paisaje y belleza escénica única. Rodeada de un ecosistema de manglares, es perfecta para quienes buscan disfrutar de la naturaleza y las aguas cristalinas en un ambiente tranquilo. Es un lugar estratégico para el ecoturismo, gracias a su envidiable ubicación geográfica.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20bocatocino.webp?alt=media&token=59b1058f-ba5e-41d5-a536-8835150fc086,"""Playa Bocatocino""",,"""No Disponible""","""No Disponible""","""Escapada natural con manglares y tranquilidad""","""No Disponible""",10.829482,-75.034615
playa-cao-dulce,"""Tubará, Atlantico, Colombia""","Playas, Gastronomía, Familia, Nocturna, Estelar, Coctelería","""Playa Caño Dulce, situada en el municipio de Tubará, se encuentra rodeada de palmeras y árboles, lo que proporciona un ambiente caribeño perfecto para disfrutar de un buen baño de mar. Ofrece kioscos con sombra, gastronomía variada, y es ideal para pasar el día con amigos y familia disfrutando del ambiente local.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20can%CC%83o%20dulce.webp?alt=media&token=bb456f85-af9e-44fb-a57d-dbc063028649,"""Playa Caño Dulce""",,"""No Disponible""","""No Disponible""","""Sombra, palmeras y ambiente caribeño en Tubará""","""No Disponible""",10.875383,-74.97648
playa-country,"""Puerto Colombia, Atlantico, Colombia""","Playas, Gastronomía, Familia, Nocturna, Romántico, Coctelería","""Playa Country, ubicada a menos de 20 minutos de la ciudad de Barranquilla, es ideal para compartir en familia o en pareja. Cuenta con una amplia variedad de restaurantes donde podrás degustar la comida local y disfrutar de un maravilloso día de descanso. Su cercanía a la ciudad la convierte en un destino fácil de visitar, perfecto para relajarse y disfrutar del ambiente caribeño.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20country.webp?alt=media&token=e61eac0b-bb23-4fa2-b257-2886b6b6aa65,"""Playa Country""",,"""No Disponible""","""No Disponible""","""Una escapada caribeña cerca de Barranquilla""","""No Disponible""",10.987851,-74.95911
playa-de-salinas-del-rey,"""Juan de Acosta, Atlantico, Colombia""","Playas, Eco, Deportes","""Playa de Salinas del Rey es reconocida mundialmente por ser uno de los mejores lugares para practicar kiteSurf. Ubicada en el municipio de Juan de Acosta, sus corrientes y brisas atraen a visitantes de todo el mundo, siendo sede del Mundial de KiteSurf de la GKA 2022-2023. Actualmente se está construyendo un nuevo centro de deportes náuticos para seguir desarrollando el potencial turístico de la playa.""","""""","https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20salinas%20del%20rey.webp?alt=media&token=aab987c2-fb50-4702-8a32-e1fd062a84b9, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/salinas%20(1).webp?alt=media&token=fe31ee97-2b69-4ae3-9bde-b9d8719331bd, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/salinas.webp?alt=media&token=45aa1507-9a76-4ab0-9b4b-22a45a9e4c35","""Playa de Salinas del Rey""",,"""No Disponible""","""No Disponible""","""Paraíso mundial del kiteSurf y aventuras acuáticas""","""No Disponible""",10.829482,-75.034615
playa-de-santa-vernica,"""Juan de Acosta, Atlantico, Colombia""","Playas, Eco, Gastronomía, Familia, Nocturna, Naturaleza, Coctelería","""Playa de Santa Verónica, situada en el municipio de Juan de Acosta a 35 km de Barranquilla, es perfecta para relajarse y disfrutar de la naturaleza. Con su oleaje tentador y las palmeras al pie del mar, Santa Verónica invita a disfrutar en familia y a deleitarse con los platos típicos en los restaurantes del balneario.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20de%20santa%20veronica.webp?alt=media&token=78c6c668-af3e-4e6a-b4c1-2dbbb22abecc,"""Playa de Santa Verónica""",,"""No Disponible""","""No Disponible""","""Palmeras y sabor caribeño en Santa Verónica""","""No Disponible""",10.829482,-75.034615
playa-mendoza,"""Tubará, Atlantico, Colombia""","Playas, Eco, Familia, Nocturna, Naturaleza, Coctelería","""Playa Mendoza, ubicada a unos 45 km de Barranquilla en el municipio de Tubará, cuenta con una excelente oferta gastronómica y de alojamiento. Rodeada de paisajes naturales, es un lugar ideal para disfrutar con amigos y familia. Mendoza ofrece una experiencia inolvidable cerca de la playa, perfecta para quienes buscan naturaleza y comodidad.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20mendoza.webp?alt=media&token=0e3d59d4-eae5-4b24-ae2c-8a5f8064cc7c,"""Playa Mendoza""",,"""No Disponible""","""No Disponible""","""Excelente oferta gastronómica y naturaleza en Tubará""","""No Disponible""",10.875383,-74.97648
playa-miramar,"""Salgar, Puerto Colombia, Atlántico, Colombia""","Playas, Familia, Deportes, Acuáticos","""Playa Miramar es ideal para visitas familiares con niños pequeños, gracias a su poco oleaje y aguas cristalinas. Esta playa tiene un lindo paisaje y es perfecta para largas caminatas, disfrutar del sol y ver un hermoso atardecer. Además, es un excelente lugar para practicar deportes náuticos como el surf y windsurf, así como deportes de playa como el voleibol.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20miramar.webp?alt=media&token=785d42d4-d679-40ee-9cdf-6fbbc9970dbf,"""Playa Miramar""",,"""No Disponible""","""No Disponible""","""Ideal para familias con niños pequeños y deportes náuticos""","""No Disponible""",10.987851,-74.95911
playa-modelo,"""Carrera 46, Sabanilla Montecarmelo, Barranquilla, Atlántico, Colombia""","Playas, Gastronomía, Nocturna, Acuáticos, Coctelería","""Playa Modelo se encuentra a solo 15 km de Barranquilla y ofrece un hermoso paisaje con numerosos restaurantes a lo largo de la playa donde se pueden disfrutar productos del mar. Es ideal para tenderse a tomar el sol y disfrutar de sus tranquilas aguas, perfecta para quienes buscan un descanso sereno a poca distancia de la ciudad.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20modelo.webp?alt=media&token=6e198452-80b0-4474-9522-55299c2c11e5,"""Playa Modelo""",,"""No Disponible""","""No Disponible""","""Relax y gastronomía junto al mar a pocos minutos de la ciudad""","""No Disponible""",10.985394,-74.774668
playa-palmarito,"""Tubará, Atlantico, Colombia""","Playas, Nocturna, Acuáticos, Coctelería","""Playa Palmarito, ubicada en el municipio de Tubará, es una playa tranquila, limpia y poco concurrida, lo cual brinda una sensación de exclusividad. Dependiendo de la temporada, sus aguas pueden ser claras y en calma, siendo julio a octubre el mejor momento para disfrutar de este hermoso lugar. Ideal para quienes buscan paz y tranquilidad en la costa.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20palmarito.webp?alt=media&token=37ba7db3-5396-4e35-8e16-b2b77513a649,"""Playa Palmarito""",,"""No Disponible""","""No Disponible""","""Una playa tranquila y limpia para disfrutar la calma""","""No Disponible""",10.875383,-74.97648
playa-pradomar,"""Salgar, Puerto Colombia, Atlántico, Colombia""","Playas, Gastronomía, Deportes, Nocturna, Arte, Estelar, Coctelería","""Playa Pradomar es el lugar ideal para disfrutar del surf, gracias a la formación de sus olas. Además de surfear, puedes realizar caminatas o relajarte bajo el sol. Esta playa cuenta con un ambiente vibrante, excelentes restaurantes y bares, y múltiples opciones de alojamiento, lo cual la hace perfecta para quienes buscan disfrutar de la gastronomía, el deporte y el buen ambiente.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20pradomar.webp?alt=media&token=d5fc0259-2fea-4008-8e9d-1afc00da790f,"""Playa Pradomar""",,"""No Disponible""","""No Disponible""","""Surf y excelente ambiente en la costa de Salgar""","""No Disponible""",10.987851,-74.95911
playa-puerto-caimn,"""Tubará, Atlantico, Colombia""","Playas, Eco, Gastronomía, Nocturna, Naturaleza, Coctelería","""Playa Puerto Caimán es un lugar tranquilo en el municipio de Tubará, donde podrás tener un encuentro total con la naturaleza y la paz. Rodeada de hermosos paisajes y varios restaurantes donde puedes probar platos típicos del mar, esta playa es ideal para quienes buscan tranquilidad, con oleaje suave y un ambiente acogedor.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20puerto%20caiman.webp?alt=media&token=052e3377-1479-4b8a-a93f-840332cc001e,"""Playa Puerto Caimán""",,"""No Disponible""","""No Disponible""","""Un espacio de paz y naturaleza""","""No Disponible""",10.875383,-74.97648
playa-puerto-velero,"""Vía Puerto Velero, Atlántico, Colombia""","Playas, Deportes, Nocturna, Náutica, Coctelería","""Playa Puerto Velero es un destino moderno y sofisticado que ofrece condiciones ideales para la práctica de deportes náuticos, especialmente los de vela. Se encuentra a 45 minutos de Barranquilla y cuenta con la Marina Puerto Velero, que tiene capacidad para 460 embarcaciones de recreo. Es perfecta para quienes disfrutan de la navegación y de un ambiente exclusivo frente al Mar Caribe.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20puerto%20velero.webp?alt=media&token=936d8e3c-8e26-4d96-8df7-db4e094fa266,"""Playa Puerto Velero""",,"""No Disponible""","""No Disponible""","""Navegación y deportes de vela en un entorno exclusivo""","""No Disponible""",10.981076,-74.798883
playa-punta-astilleros,"""Piojó, Atlantico, Colombia""","Playas, Eco, Naturaleza","""Playa Punta Astilleros cuenta con 600 hectáreas de playa, lo cual la convierte en uno de los destinos con mayor potencial turístico en el Atlántico. Rodeada de manglares y palmas nativas, es un lugar ideal para desconectarse y reconectar con la naturaleza. Con su ambiente paradisíaco, Punta Astilleros es perfecta para quienes buscan una experiencia auténtica en la costa.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20punta%20astilleros.webp?alt=media&token=0b33b7d7-0831-4f91-9d3d-b22b9f9aca59,"""Playa Punta Astilleros""",,"""No Disponible""","""No Disponible""","""Desconexión total en un entorno paradisíaco""","""No Disponible""",10.747983,-75.10777
playa-salgarito,"""Salgar, Puerto Colombia, Atlántico, Colombia""","Playas, Gastronomía, Nocturna, Acuáticos, Estelar, Coctelería","""Playa Salgarito, de arenas oscuras, se extiende por aproximadamente un kilómetro. Aquí puedes disfrutar del sol, el agua, y la belleza del paisaje. Además, la playa cuenta con estupendos lugares donde probar la gastronomía local, haciendo de Salgarito un sitio ideal para un día de tranquilidad y disfrute en la costa.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20salgarito.webp?alt=media&token=c19c1549-91a7-4b69-8b8c-bd39ef2be5f8,"""Playa Salgarito""",,"""No Disponible""","""No Disponible""","""Tranquilidad y encanto de arenas oscuras""","""No Disponible""",10.987851,-74.95911
playa-solinilla,"""Carrera 46, Sabanilla Montecarmelo, Barranquilla, Atlántico, Colombia""","Playas, Nocturna, Acuáticos, Coctelería","""Playa Solinilla, ubicada a 18 km de Barranquilla tomando la Carrera 46, ofrece zonas de aguas tranquilas donde se puede disfrutar de hermosos atardeceres mientras se camina por la orilla. Es el destino perfecto para quienes buscan una experiencia relajante rodeados de un paisaje encantador.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20solinilla.webp?alt=media&token=37af7dd5-f41f-4a02-86ed-3adbf56f38e1,"""Playa Solinilla""",,"""No Disponible""","""No Disponible""","""Disfruta de un hermoso atardecer en la costa atlántica""","""No Disponible""",10.985394,-74.774668
playa-tubar,"""Tubará, Atlantico, Colombia""","Playas, Eco, Familia, Nocturna, Naturaleza, Coctelería","""Playa Tubará es conocida como un Paraíso Secreto debido a su poca concurrencia y su encanto único. Ubicada a 50 km de Barranquilla, es ideal para visitar con niños gracias a su oleaje suave. Este sitio ofrece tranquilidad y es un excelente destino para disfrutar de la naturaleza sin las aglomeraciones de otras playas.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playa%20tubara.webp?alt=media&token=d7e97726-25cc-4c63-9a80-8540ed1e6a5b,"""Playa Tubará""",,"""No Disponible""","""No Disponible""","""El paraíso secreto de la costa atlántica""","""No Disponible""",10.875383,-74.97648
playas-de-sabanilla,"""Puerto Colombia, Atlantico, Colombia""","Playas, Familia","""Playas de Sabanilla, situadas en el municipio de Puerto Colombia, son el balneario más popular del Atlántico. Con el primer plan de ordenamiento de playas liderado por la Sub-secretaría de turismo del departamento, este lugar cuenta con infraestructura recreodeportiva, zona de parqueadero, comedor, carpas, baños, duchas y accesibilidad universal, ideal para pasar un día lleno de diversión y confort.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/playas%20de%20sabanilla%20sector%20country.webp?alt=media&token=c07ea709-d829-4145-b9a3-ab208e3f6608,"""Playas de Sabanilla""",,"""No Disponible""","""No Disponible""","""Un balneario con diversión y confort para toda la familia""","""No Disponible""",10.987851,-74.95911
plaza-central-de-usiacur,"""Usiacurí, Atlantico, Colombia""","Cultura, Bienestar","""La Plaza Central de Usiacurí, también conocida como la Plaza de la Iglesia, es un impresionante espacio de 3,800 metros cuadrados que puede albergar hasta 7,600 visitantes. Con su ubicación estratégica cerca de la iglesia, ofrece hermosas vistas del pueblo y de los coloridos murales en las casas cercanas. La plaza también incluye un puente peatonal que conecta con una plaza más pequeña con un quiosco, ideal para disfrutar de vistas panorámicas o de un momento de tranquilidad. Es un lugar popular tanto para locales como para turistas que desean disfrutar de la belleza escénica y el patrimonio cultural de Usiacurí.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20de%20usiacuri.webp?alt=media&token=f8bc104e-3468-4fad-ae85-a71108a523b8,"""Plaza Central de Usiacurí""",,"""Abierto las 24 horas""","""No Disponible""","""Una mirada panorámica al encanto de Usiacurí.""","""https://www.usiacuriplaza.com""",10.743516,-74.97886
plaza-de-baranoa,"""Baranoa, Atlantico, Colombia""","Eco, Cultura, Familia, Nocturna, Festivales, Coctelería","""La Plaza de Baranoa, que cubre 2,900 metros cuadrados, funciona como un vibrante centro social para la comunidad. Aquí se realizan una variedad de eventos culturales, como presentaciones de música y danza, y cuenta con un escenario para este tipo de actividades. La plaza está rodeada de exuberantes áreas verdes, coloridas decoraciones artísticas y máquinas biosaludables para hacer ejercicio. Es un lugar ideal para que las familias se reúnan y para que los turistas experimenten la cultura y la hospitalidad de Baranoa. Los alrededores, diseñados para ser amigables con los peatones, la convierten en un lugar acogedor para todos.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20de%20baranoa.webp?alt=media&token=fee5964f-9808-4812-8baf-00526888a4c5,"""Plaza de Baranoa""",,"""Abierto las 24 horas""","""No Disponible""","""El corazón cultural de Baranoa.""","""https://www.baranoaplaza.com""",10.796187,-74.91498
